"tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS.21" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.22" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SITTING.22" " 0.279241532" "-0.016862307" "-0.108558951" " 0.675242931" " 0.023580836" " 0.236637160" " 0.084716293" " 0.018957343" "-0.003541664" "-0.012282055" "-0.090987821" " 0.084617736" "-0.106045772" "-0.037223826" "-0.054362390" "-0.597799544" "-0.597799544" "-0.687293447" "-0.704296113" "-0.838758636" "-0.672665604" "-0.606166993" "-0.750810843" "-0.131892357" " 0.027620371" " 0.074279723" "-0.680088111" "-0.658888959" "-0.795524533" " 0.119210083" "-0.165402424" "-0.025393744" "-0.700048716" "-0.844099768" "-0.712700262" "-0.189229316" "-0.236699285" "-0.049680079" "-0.657999241" " 0.114660388" "-0.667449372" " 0.195159519" "-0.781388849" "-0.167128244" "-0.865397186" " 0.117749013" "-0.631563159" "-0.593370593" "-0.719165341" "-0.970886423" "-0.964866300" "-0.945237537" "-0.664650537" "-0.649008827" "-0.811609739" "-0.743170551" "-0.836307422" "-0.720618810" "-0.760885591" "-0.898549453" "-0.790942774" "-0.674728311" "-0.674728311" "-0.671919866" "-0.732423164" "-0.862669919" "-0.617357217" "-0.613102962" "-0.724294245" "-0.678917861" "-0.663075715" "-0.826747968" "-0.758195877" "-0.833510285" "-0.749282658" "-0.736639080" "-0.680648314" "-0.748109782" "-0.870345470"
"STANDING.22" " 0.267565896" "-0.016771104" "-0.108849745" " 0.503385126" " 0.044273676" " 0.234681679" " 0.070067263" " 0.009300993" "-0.013164014" "-0.001123394" "-0.101370189" " 0.075804388" "-0.114427760" "-0.040454172" "-0.064415273" "-0.353264495" "-0.353264495" "-0.484983544" "-0.530408052" "-0.723727568" "-0.469793730" "-0.350425993" "-0.585117737" "-0.260134798" " 0.052618864" " 0.090851266" "-0.482177496" "-0.438179681" "-0.649840837" "-0.018214295" "-0.199388381" "-0.081178415" "-0.542228775" "-0.706565563" "-0.531747806" "-0.123747122" "-0.142857752" "-0.054769547" "-0.439651189" " 0.084952915" "-0.453431442" " 0.108455185" "-0.642492204" "-0.074448488" "-0.773520125" " 0.122476719" "-0.408498997" "-0.326700060" "-0.551943491" "-0.938572531" "-0.945180370" "-0.929170546" "-0.456687476" "-0.417944390" "-0.678143434" "-0.619856057" "-0.699934249" "-0.547955276" "-0.625212511" "-0.797747537" "-0.663925947" "-0.469146190" "-0.469146190" "-0.457667435" "-0.586160422" "-0.768258153" "-0.386658942" "-0.358594357" "-0.570899971" "-0.479376251" "-0.436851877" "-0.705406666" "-0.645407507" "-0.699201261" "-0.596342576" "-0.572895500" "-0.468314813" "-0.621511307" "-0.779661007"
"WALKING.22" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.22" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.22" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SITTING.23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"STANDING.23" " 0.2734932547" "-0.0195892588" "-0.1090939824" " 0.6623247376" " 0.0146209197" " 0.0518662466" " 0.0778588216" " 0.0200470965" "-0.0007176809" "-0.0220890418" "-0.0825972964" " 0.0746949423" "-0.0966990737" "-0.0432722742" "-0.0621959094" "-0.5327547572" "-0.5327547572" "-0.5864006717" "-0.5442079644" "-0.6234126420" "-0.5990808864" "-0.5484832089" "-0.4902128162" "-0.2087244207" " 0.0297877249" " 0.0899843793" "-0.6175218366" "-0.6282313384" "-0.5788708102" " 0.0173580639" "-0.1246701799" "-0.1125288794" "-0.6851365015" "-0.4977838110" "-0.6176854167" "-0.0251692798" "-0.0592724696" "-0.0229424899" "-0.5290292841" " 0.1153351849" "-0.5426633195" " 0.2025532792" "-0.5346571917" " 0.1547231978" "-0.5841110498" " 0.1691850245" "-0.6225940398" "-0.5320785466" "-0.4505572034" "-0.9643930403" "-0.9603189071" "-0.9342361466" "-0.6081837518" "-0.6189812305" "-0.6030487696" "-0.7557386252" "-0.5003381911" "-0.6096834518" "-0.7286921383" "-0.5460435937" "-0.7405181459" "-0.5655756258" "-0.5655756258" "-0.5587253142" "-0.5419490737" "-0.5739428880" "-0.6338391144" "-0.5544716796" "-0.4747675437" "-0.6350543515" "-0.6369776101" "-0.6275403677" "-0.7791970541" "-0.5078505474" "-0.6441310368" "-0.6570489180" "-0.5838323091" "-0.6322885272" "-0.5937353021"
"WALKING.23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.23" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.24" " 0.276767046" "-0.017682246" "-0.107914504" " 0.694981268" " 0.072950970" " 0.062322771" " 0.078473500" " 0.003969003" "-0.007009606" "-0.021257810" "-0.078244020" " 0.084174038" "-0.099829425" "-0.039074942" "-0.055298768" "-0.620032665" "-0.620032665" "-0.713667424" "-0.682447213" "-0.791646551" "-0.707613780" "-0.611509043" "-0.655858995" "-0.263352299" "-0.017607924" " 0.081258080" "-0.752245372" "-0.703641615" "-0.719655747" "-0.057042348" "-0.231131633" "-0.139771192" "-0.722607378" "-0.753710480" "-0.709488577" "-0.050107859" "-0.097534761" "-0.055640739" "-0.650121872" " 0.023630057" "-0.696845583" " 0.198422013" "-0.754131617" " 0.019448601" "-0.795019165" " 0.161739609" "-0.675459176" "-0.582490655" "-0.636497459" "-0.975329700" "-0.960898167" "-0.955724566" "-0.740300545" "-0.685979796" "-0.736374233" "-0.776199050" "-0.763365457" "-0.708251676" "-0.764490031" "-0.792718702" "-0.796816517" "-0.650862148" "-0.650862148" "-0.689391189" "-0.742983127" "-0.788997851" "-0.664356692" "-0.594676790" "-0.655360521" "-0.751378154" "-0.688280462" "-0.751628688" "-0.794063529" "-0.771969809" "-0.735749934" "-0.705928426" "-0.682447146" "-0.782076276" "-0.796157265"
"SITTING.24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"STANDING.24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING.24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.25" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SITTING.25" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"STANDING.25" " 0.275301468" "-0.019322177" "-0.109629031" " 0.672386622" " 0.047160143" " 0.239226041" " 0.081765744" " 0.006386339" "-0.010346171" "-0.002981512" "-0.083900354" " 0.099360608" "-0.108263885" "-0.038988475" "-0.055578222" "-0.583377750" "-0.583377750" "-0.783445354" "-0.625733064" "-0.849630706" "-0.748416510" "-0.600027697" "-0.738509948" "-0.306657191" "-0.108650116" "-0.074450210" "-0.804144643" "-0.740570312" "-0.849504849" "-0.110793010" "-0.347751351" "-0.235707422" "-0.672197764" "-0.813133792" "-0.746832214" "-0.207601176" "-0.349146932" "-0.135139740" "-0.695019710" "-0.042642361" "-0.779190076" " 0.168222731" "-0.754236110" "-0.220820330" "-0.875970675" " 0.047148287" "-0.716264538" "-0.531421036" "-0.647095561" "-0.950017091" "-0.901088771" "-0.880682331" "-0.796823350" "-0.722502919" "-0.860669383" "-0.683131971" "-0.752261013" "-0.747410220" "-0.768682473" "-0.902628081" "-0.831848667" "-0.659015506" "-0.659015506" "-0.780451868" "-0.685152795" "-0.872776184" "-0.705223687" "-0.529064652" "-0.630224638" "-0.807712526" "-0.721707669" "-0.870541516" "-0.690398482" "-0.723584438" "-0.771208929" "-0.695367929" "-0.783547230" "-0.697213120" "-0.877714954"
"WALKING.25" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.25" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.25" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.26" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SITTING.26" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"STANDING.26" " 0.273036581" "-0.016168728" "-0.107637895" " 0.615123535" " 0.108704783" " 0.234107010" " 0.080874326" " 0.007677100" "-0.007248919" "-0.020659932" "-0.082741506" " 0.091785329" "-0.098812563" "-0.040476400" "-0.055828274" "-0.600932264" "-0.600932264" "-0.694917859" "-0.694597663" "-0.798325917" "-0.651090302" "-0.610425833" "-0.724046087" "-0.222545826" " 0.036038214" " 0.142429402" "-0.699413168" "-0.696726474" "-0.769565291" "-0.023839662" "-0.168914575" "-0.085046285" "-0.703109561" "-0.799353075" "-0.689404847" "-0.016777861" "-0.099777447" " 0.002936524" "-0.631756983" " 0.088328669" "-0.679278324" " 0.180460664" "-0.770504885" "-0.012158728" "-0.823865297" " 0.147533707" "-0.623101031" "-0.585967142" "-0.704980627" "-0.967817900" "-0.959713562" "-0.955643364" "-0.682815653" "-0.678386582" "-0.778349461" "-0.766673970" "-0.800675471" "-0.703347206" "-0.732321371" "-0.836112175" "-0.773101525" "-0.620355789" "-0.620355789" "-0.677426336" "-0.751833690" "-0.818279113" "-0.613499598" "-0.600274810" "-0.718490476" "-0.694314519" "-0.680358061" "-0.786049125" "-0.787403101" "-0.803635337" "-0.735942384" "-0.673917800" "-0.678025758" "-0.782624321" "-0.823991408"
"WALKING.26" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.26" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.26" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.27" " 0.277798919" "-0.016938659" "-0.112273368" " 0.585139591" " 0.023479306" " 0.120613102" " 0.076859186" " 0.005183985" "-0.005547959" "-0.068333217" "-0.049644131" " 0.116262252" "-0.087386232" "-0.046475106" "-0.060079321" "-0.535726883" "-0.535726883" "-0.626287365" "-0.622646578" "-0.778275050" "-0.600641532" "-0.553874359" "-0.646548248" "-0.216131720" " 0.085818657" " 0.128265826" "-0.641991781" "-0.618436711" "-0.711004343" "-0.075027809" "-0.148034757" "-0.108827197" "-0.711546673" "-0.745557413" "-0.630494529" "-0.102116029" "-0.018986245" "-0.019763381" "-0.585787632" " 0.176607224" "-0.609647346" " 0.214336221" "-0.735008738" " 0.028287591" "-0.796725773" " 0.183050824" "-0.574783322" "-0.541012892" "-0.608158765" "-0.971679845" "-0.969891147" "-0.956568825" "-0.624308492" "-0.593582093" "-0.729557310" "-0.745669027" "-0.754439610" "-0.594631679" "-0.776155497" "-0.796468156" "-0.727982409" "-0.600445866" "-0.600445866" "-0.618887250" "-0.697498265" "-0.796244748" "-0.566781295" "-0.565176644" "-0.620141791" "-0.639623834" "-0.594512489" "-0.746736747" "-0.758703338" "-0.763234809" "-0.623261741" "-0.672092418" "-0.633580676" "-0.726661204" "-0.810137398"
"SITTING.27" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"STANDING.27" " 0.275223067" "-0.016255412" "-0.105403810" " 0.788037332" " 0.065721850" " 0.219701605" " 0.076728325" " 0.009971549" "-0.002665519" "-0.032447117" "-0.076512046" " 0.080999417" "-0.096643409" "-0.039564143" "-0.053071001" "-0.980278694" "-0.980278694" "-0.990332892" "-0.966683888" "-0.994198412" "-0.990202906" "-0.975155755" "-0.978848418" " 0.004780020" " 0.134732178" " 0.152116919" "-0.991782158" "-0.985147330" "-0.988521792" " 0.236213709" " 0.006764650" " 0.087213641" "-0.986118446" "-0.985987915" "-0.978988605" "-0.039687163" "-0.181307491" " 0.041360936" "-0.978168564" " 0.249754052" "-0.990108466" " 0.370549654" "-0.980589149" "-0.052701137" "-0.993693021" " 0.282518126" "-0.990276644" "-0.972196178" "-0.969969878" "-0.985853735" "-0.982492102" "-0.969254341" "-0.991831534" "-0.985056905" "-0.990225418" "-0.987584197" "-0.983939929" "-0.977847182" "-0.992694551" "-0.993396013" "-0.992933121" "-0.973689911" "-0.973689911" "-0.990626419" "-0.973304105" "-0.993732153" "-0.990398788" "-0.971690638" "-0.967165568" "-0.992649862" "-0.986093859" "-0.990493987" "-0.988087791" "-0.982843104" "-0.979428019" "-0.974775499" "-0.990060928" "-0.973226650" "-0.993907994"
"WALKING.27" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.27" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.27" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.28" " 0.2775325548" "-0.0191721442" "-0.1097108731" " 0.6237678951" "-0.1475777552" "-0.0469931021" " 0.0807263062" " 0.0138224437" " 0.0008242083" "-0.0644963546" "-0.0471474023" " 0.1008402813" "-0.0881213551" "-0.0447972596" "-0.0607680707" "-0.6100309025" "-0.6100309025" "-0.6894293878" "-0.6485386414" "-0.7892949433" "-0.6541565192" "-0.5849325001" "-0.7151344744" "-0.2178947230" "-0.0652270031" " 0.0189878862" "-0.6867237991" "-0.6707180959" "-0.7790617204" "-0.0342097361" "-0.2775630922" "-0.1260610272" "-0.6743566560" "-0.7470679079" "-0.6735138869" "-0.1516443397" "-0.2706132151" "-0.0896917400" "-0.6287632474" " 0.0179948503" "-0.6754287205" " 0.1736103967" "-0.7379080921" "-0.1229998275" "-0.8068821518" "-0.0020092384" "-0.6490403913" "-0.5736518959" "-0.6858214150" "-0.9738733281" "-0.9603656263" "-0.9462256373" "-0.6808137254" "-0.6516198489" "-0.8008705819" "-0.7402765919" "-0.7412855402" "-0.6697896629" "-0.7205156763" "-0.8250387832" "-0.7697559811" "-0.6358212265" "-0.6358212265" "-0.6877034336" "-0.7109568088" "-0.8057383830" "-0.6478071930" "-0.5951104726" "-0.6957672795" "-0.7040733824" "-0.6548559153" "-0.8217154944" "-0.7620309780" "-0.7408194534" "-0.7002912829" "-0.6969939997" "-0.7064158293" "-0.7437846127" "-0.8184485084"
"SITTING.28" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"STANDING.28" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING.28" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_DOWNSTAIRS.28" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"WALKING_UPSTAIRS.28" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LAYING.29" " 0.279111522" "-0.018471953" "-0.108675612" " 0.683067626" " 0.115489758" " 0.208215370" " 0.078838232" " 0.009001612" "-0.003552905" "-0.010183191" "-0.088288330" " 0.088162627" "-0.100707752" "-0.046432203" "-0.052785999" "-0.553585593" "-0.553585593" "-0.664538060" "-0.602228994" "-0.802293906" "-0.579901000" "-0.587686308" "-0.680547675" "-0.165350788" " 0.128076958" " 0.088627061" "-0.629875853" "-0.641289076" "-0.768433928" " 0.010776408" "-0.081561131" "-0.009526462" "-0.685747413" "-0.735972302" "-0.689221358" " 0.002010442" "-0.253940050" " 0.020351608" "-0.589294015" " 0.162765301" "-0.609879937" " 0.227450813" "-0.722018435" "-0.044646922" "-0.840464164" " 0.212434137" "-0.574295395" "-0.598400276" "-0.606461284" "-0.973282886" "-0.964643161" "-0.941621790" "-0.623456414" "-0.635499780" "-0.793746798" "-0.734699274" "-0.634569173" "-0.713864584" "-0.736117664" "-0.853639613" "-0.770221314" "-0.579067216" "-0.579067216" "-0.620472050" "-0.653732302" "-0.840156364" "-0.572787949" "-0.630978845" "-0.602550925" "-0.651564189" "-0.655526117" "-0.818292781" "-0.752567832" "-0.588857987" "-0.749163172" "-0.639314176" "-0.636434471" "-0.671454324" "-0.851462427"
"SITTING.29" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
